transaction_id,customer_id,transaction_type,amount,transaction_date,location,device_id,status,is_fraud
46c76586-6654-4210-9b16-cc3d1471f291,40d8d8b9-d055-4b39-be12-410408beb7da,purchase,792451.66,2023-11-27 14:56:23,Davismouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
12b6d2ef-76be-4600-a772-da4b970e94f9,4bf65571-7b05-42c1-83e9-279c8f4a2abf,transfer,223482.02,2022-03-17 02:19:15,Lake Dawnside,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
d7ec37b3-9fe3-4a87-991c-97587d9d4f73,558741e4-8129-49f2-88fa-74bfac60715b,receiving,759816.12,2021-07-03 01:29:05,Chenside,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
5fe13e7a-49fa-41a9-9e3d-05532854903c,34bbe426-e37e-4df3-8fdc-f244fb19ad8e,purchase,201170.42,2024-07-22 23:29:07,Caseyport,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
884210fa-489d-4b18-bd0f-50b375f19a65,aefb63d5-a3d3-4b1b-9942-9d9d1d2cac67,refund,426092.52,2024-06-01 13:29:15,Ralphshire,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
44698a04-a6d1-4b71-ace8-c76ca7046249,5c8a8e26-8983-4992-a695-c5954d127a99,purchase,506949.24,2023-01-09 01:45:56,West Veronicaview,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
b0623ffe-21d8-4fa6-97d2-5e7545a81554,c6e6e9d6-b04b-4f4f-af58-990f529f6920,sending,579024.52,2024-03-14 05:25:44,Allenport,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
d82879e0-5baf-42b4-bec6-7d0b29fddd9d,e8c2f91f-272b-42f1-905f-1fbb1de23848,transfer,756554.64,2022-07-11 04:04:36,Alvaradofort,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
eaed7724-0ae1-4886-be4d-6a98885bbb6b,06996d83-b527-40e4-9651-6258f639a060,refund,101445.02,2021-06-12 07:22:10,Port Mariamouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
0d83e19b-00fc-4235-bb5b-8c73ac276c8c,e80e2c8a-5fe0-4843-b9bd-9cd4c350bd36,transfer,168131.34,2023-10-25 17:48:42,Christophermouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
4690d2c4-5005-4176-b0b7-faa2d8332351,27e2a385-ee90-4225-bf8f-e6f994dcb85f,refund,73856.5,2022-02-22 21:29:13,Stewartchester,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
94da3576-ae07-4635-b910-5389d4312255,91a8dccf-d6ec-44c7-b1c1-eac7caf2935d,purchase,763583.88,2020-11-30 01:49:37,Washingtonmouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
9ca5dde4-5b75-482a-a1de-f177d196f3d7,262941f6-8010-4db9-b76d-11eb35c4b4e5,sending,43815.48,2021-03-11 05:00:43,South Andrew,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
1e14910e-8200-4530-bdaa-860a9d485121,d19eb966-e1cf-4c75-98d4-1cd6da7bbb6c,sending,863305.82,2021-02-08 04:43:37,South Joseph,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
842ae440-abe9-4434-aac5-53b5703bec5e,0f63c470-7c14-44aa-8609-14abc678be41,refund,531890.53,2022-07-26 12:35:44,Delgadoborough,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
4323136e-119a-4fbd-a52d-7efed81198e1,60398e60-5cfa-400f-bf7d-4d17fbdab4f0,purchase,907922.02,2024-02-18 12:42:17,Vargastown,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
8b42c05b-babd-4cae-8cf9-e4933e9e362b,8fc1c9ce-9081-4f83-b70a-045160a6d768,purchase,413778.48,2023-10-30 13:19:38,South Morganmouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
67e8a1c4-46be-4880-bd11-e90f0a36b425,4cb04228-f9b4-4098-8767-9d2c7b595211,receiving,751652.65,2024-07-18 00:10:17,Deanbury,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
ae9ff3b2-4cdd-4eb8-a911-22eff4932060,4c4c0e7f-e994-4b65-bb47-525e134daf21,refund,950002.8,2024-05-07 03:20:10,Mossview,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
f9f7c410-a649-4523-a256-7db9a04c6334,39720f38-b31f-43c4-a41a-0056d6e7b884,receiving,815358.14,2021-02-12 22:52:55,West Brian,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
e0397c82-8348-4c62-88ff-909a1c82e5aa,15168064-121a-43c7-8108-be406a038051,sending,405564.87,2024-02-12 23:57:43,Kochland,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
afdd175f-cb43-4922-b300-7fc2dead0745,73293906-f0f8-45dd-bd2f-4903e1505270,transfer,78306.6,2023-03-06 18:03:20,Johnborough,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
a3f2e7a1-fbc9-4b91-bf61-10ebf5e014f8,76198567-44e4-4b2e-8c61-e2da0b29a70c,receiving,201394.71,2023-12-01 18:21:47,Patriciaville,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
ac0ee3a2-701d-4ad0-b594-792b4b76cb96,c4828b1c-3afc-43b4-acfa-da70354bbaed,purchase,641721.09,2022-09-18 19:56:21,Medinatown,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
553fd8ef-68c4-4f41-bcff-0e19d8d2022e,f4114b53-7941-45a2-ba43-5c12e7c1abb9,refund,14250.12,2022-03-10 12:43:54,Port Kristaland,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
902d701f-a857-40a3-8bf6-a43ca4ba6168,34bbe426-e37e-4df3-8fdc-f244fb19ad8e,receiving,688200.74,2022-06-12 16:21:22,Freemanborough,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
5e78e9a0-59e8-417e-ad61-30a5b65d82cb,065c9d5c-eb00-46b9-bbb0-165ea42ac5ae,transfer,976496.35,2022-01-25 13:46:42,Sheilaport,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
a8028c1f-7f30-4c9e-80d5-6699615b5546,1d0e2e8f-cf3f-4bb9-8747-5a685bb7184b,sending,578806.15,2023-09-09 11:06:44,Thomashaven,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
d706ef40-a74d-495b-b035-d3c1375af1e7,ffb4e6c9-75e3-4b12-b7cc-23f8a31ebec6,sending,390816.37,2022-09-25 16:28:04,West Maria,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
9755e573-69ad-418d-a145-26430e4265e9,87607d1e-2e0b-4464-9393-2fdb14502afd,transfer,673550.79,2023-01-31 07:13:40,New Virginia,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
9ab69706-f5f8-43b3-b76e-26e2d5f435a2,9389d366-55a8-4d46-91b3-820f24807f8e,receiving,194496.19,2022-04-22 22:32:32,Nicoleside,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
d281ad48-244a-490f-a3cb-a40a44c53827,9389d366-55a8-4d46-91b3-820f24807f8e,transfer,753364.16,2023-11-24 19:33:36,Jeffersonmouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
4766d8c6-31a0-45b1-838a-491139799ec8,f66b1e91-4737-433d-9ad6-a972d96e0ed3,refund,518756.3,2024-07-24 10:51:59,New Edward,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
bd472f1a-defd-4785-8412-2f36ba6dda85,856dba6a-da5e-471a-a6f2-a362fdc8996b,sending,7238.16,2024-07-24 17:01:06,New Williamberg,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
b8b2a7b8-17ea-4604-ad28-e488e9115add,3f3cf373-42ae-4ce1-8d45-3afd22ea391c,receiving,785701.27,2022-07-17 09:20:30,New Gabriel,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
a9f17089-710e-41ca-a273-1be7f1fefff7,e753cb4f-10ec-4c84-9293-3da7e7ff37aa,sending,332982.97,2021-08-27 03:26:21,Gregorytown,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
e5291231-67da-413c-bb0e-ee6c8f5eed41,3376dda5-87ad-4201-a6c2-b095fe77a8f4,receiving,449504.22,2021-12-29 01:51:04,South Michael,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
9a42640c-937f-4115-b8ca-e65d5f18f3ce,e614ad69-5069-4cda-8382-f43f5887afc1,refund,300296.44,2021-03-05 20:46:37,Davisport,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
afbebdde-bbba-48e3-8a79-24286197b7bc,b610e51a-7d82-485c-991d-743c58e75abe,sending,658125.88,2020-10-30 13:55:23,Christietown,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
d1412a5e-4280-4d91-a60f-333fa2073a79,22edf144-80ae-429e-8bc1-eb2d94ab8c2c,refund,488165.2,2023-06-08 12:59:31,Butlermouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
096b2543-e7ba-4ea4-80ec-25f5da1f5806,6df72e61-22bf-4077-bf99-746a583e0338,refund,358728.45,2023-06-20 20:02:05,Codyberg,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
6b32c660-3700-4c5c-b647-58ac3e3ceb27,226d1989-7ab5-4746-8e6f-94b4c7329743,refund,297669.55,2022-08-06 19:22:20,South Ashleyberg,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
27d16662-6c9c-4778-9f6a-dea7a10be54f,cb62cf39-0480-4ccb-9c0d-1f6f39e8b3cd,receiving,714302.85,2023-09-24 20:25:53,Olsonberg,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
435a1474-a2a5-487d-8189-07a93077453d,44c43e27-ac9d-4787-aa98-ece59c823987,receiving,891213.44,2023-08-27 00:35:43,Wolftown,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
109911bb-96cc-4c73-89bd-8bf4d4cae4f2,91a8dccf-d6ec-44c7-b1c1-eac7caf2935d,purchase,338645.12,2021-09-09 21:46:42,Smithchester,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
31ca4311-4e3d-4a30-a34e-d07bbaa0324f,36af7c04-d053-48f4-822b-142237429833,purchase,758491.51,2022-05-02 17:45:07,Gonzalezville,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
169b4bfa-7b4f-4a48-8e34-25e15e8d8a10,bb96d71c-3d63-416e-8a1a-8790759c4581,receiving,734569.38,2024-07-12 15:17:02,South Tyler,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
35b342de-fbc8-46ae-b3dc-d3dbbe034fbe,f259ee72-4492-4927-9237-df77fce03772,transfer,362474.47,2021-02-24 23:54:47,West Sheila,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
75210a3e-7d4d-4661-a088-66de84bcd522,fc613ab1-239a-46ec-956e-1bd3cac342c2,purchase,183024.99,2021-07-29 20:32:51,Erinberg,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
25b6ee3c-5696-43e9-bac0-6f4c680a866f,db49501d-db93-4045-a0f5-7a4e54cb002f,sending,424592.79,2023-04-09 00:03:18,East Diana,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
1cd815e0-335f-4637-b389-8b84d1551941,30f53ff9-ff26-49dd-b93e-e062e66b2344,purchase,442330.01,2022-06-21 10:48:13,Lake Seth,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
b9496c06-b63f-4bc7-aacc-26417b243d14,740bad20-7fde-43de-aea7-5f51391e73c0,receiving,346932.79,2021-09-21 07:39:45,South Wendyshire,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
84faa209-445d-4256-bd3f-10463b88df86,c2e5391f-fd83-44c9-a710-00dd9861c61e,receiving,320883.86,2023-05-04 06:52:05,South Hollyborough,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
a867f871-8cf9-485e-9a99-f1a2bf046b99,99978e1e-5ced-4a63-9089-be4441e29f94,refund,317646.16,2021-01-04 19:54:46,Rachelbury,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
bcb3502e-ea72-439a-95be-8ea41c8b9b8c,ef0dc530-d00b-4a9f-b3a4-d13b15734c28,refund,39041.24,2022-03-24 03:00:28,South Christiefurt,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
88091740-d88f-4e89-9a0b-885ff53e9285,6957c37f-8b68-4c12-b3d3-43c078af7569,sending,220849.19,2022-11-14 22:54:14,Michaelton,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
0e131ff9-0c71-4736-b4fb-ffe8993865ea,df383666-8041-432b-96ea-bcb1673246a2,receiving,33030.18,2024-06-16 20:50:32,Proctorside,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
24365827-54bf-4e97-8a3f-981371a1175d,3a9e2a6c-b543-49a2-94fc-77961d4d7fdd,purchase,371066.51,2022-06-02 06:13:08,North Matthew,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
fd0b2c1c-c76d-4d92-8be6-da4079dae074,a6893a3b-26f7-444d-bebf-f9ec6bfb3186,transfer,15537.38,2021-02-16 19:32:31,East Jasonview,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
8d4fafb3-c582-4d46-a2e1-b49f509a58fe,11e2c056-da0c-44e5-81e4-1b11526978a6,sending,492426.86,2021-03-09 09:08:26,Fisherview,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
b88ba093-01d3-4c50-b106-d4da8d7bc71b,fcfb7d41-4dc1-40a0-adef-b241b42883de,transfer,460818.67,2023-06-10 18:34:28,Robinsonshire,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
cc0251f1-5f50-40c0-90b8-28d60b2edaa4,58cbff69-1afb-4ef9-a4c9-9705511c1c70,purchase,123400.87,2022-10-24 07:40:12,Port Leslie,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
6a6f5163-6cfe-4959-8cf8-f501647587db,43a04ebc-5583-4bc1-a581-fc3964d69ef6,refund,599308.21,2020-08-09 10:51:09,Kleinview,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
1b725b15-00ff-41fd-bb43-6ba41ff99fa0,0c23f31a-d805-440c-8f4d-a30019706f66,purchase,966530.88,2020-11-18 08:16:48,East Josephtown,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
8acac215-fb22-4444-8165-fce382a3eafc,8f099b61-1103-4f7e-ae87-c2731a3fe57c,sending,985131.1,2021-06-21 15:48:29,Hollowaybury,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
bb5964b8-651f-4c7b-b17c-523db7f069f6,777bb35d-6307-4fb1-8ec7-05947b7a605e,sending,158290.8,2024-06-27 22:32:17,South Summer,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
91a26aaf-2e36-4567-84d3-88ca464baedd,73293906-f0f8-45dd-bd2f-4903e1505270,sending,886576.61,2021-10-27 23:56:50,New Bradleyfort,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
43c5d7f9-c63a-43d4-8189-fab18f87c85c,27e2a385-ee90-4225-bf8f-e6f994dcb85f,receiving,117389.69,2023-10-03 09:16:20,Port Christopherburgh,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
5a80f087-5277-4a31-8a97-71929bd41ad8,3f22a579-7d20-4b55-ad87-4d6b3fb6d462,sending,923089.7,2021-02-16 03:49:18,Ritterville,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
77451f0d-5094-4703-838f-016c84569ce0,a97f77b7-880d-418c-ad01-a50a49f6e1de,refund,542315.15,2021-01-17 05:08:30,Juliamouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
4d979bf2-18c6-4b53-8ea9-a4585e39732e,316f48af-f081-46da-931c-88ce0bd9aca5,purchase,761106.38,2024-07-31 23:48:00,West Lisaside,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
aa2c4eac-5fc9-418a-94d8-cb94bc1d6fd4,d3ec1388-1495-405e-bcd9-9792021743ac,sending,911212.09,2021-04-11 12:57:53,Wangtown,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
5b9a67c7-ca62-4121-9370-3f17161e0ff5,b8b51570-2427-47ff-b2cb-dfa38deb4274,transfer,151505.34,2022-05-04 21:28:45,Smithbury,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
82a49005-aa01-4f3f-8bf1-442aa17925d4,fb43c4d5-a290-454c-9b68-2454029cba85,purchase,375403.0,2023-06-29 15:16:02,Port Sandra,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
36b7969b-4e22-4b5a-ac8c-ce537463988f,c87f48af-1164-4f86-97d0-ec8f23393f62,sending,266459.11,2020-11-04 11:52:37,West Sarahview,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
ac925648-0bdc-47c2-8176-7361fcfb6dc5,c6145ad7-27ec-42ea-8917-9d5e9634d340,transfer,18303.57,2023-04-04 21:01:04,Port Sarahside,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
79f4f89a-21ed-4508-bff5-d0b794f59e25,d9514dc5-4908-4a4a-a3cc-95638f4bcc29,receiving,760041.32,2023-08-21 09:29:26,East Sarahmouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
68c120d9-2eb8-4621-a465-b9360c1c6346,814db3a3-53e3-439b-9b4d-8cdf1a930317,sending,731024.81,2023-02-15 10:45:43,South Sarahfort,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
dcea8a8e-c2fc-4d83-96be-a5c5745e510e,f492fb18-5fde-40fa-a063-1d9d08cc9e9f,receiving,297531.83,2021-06-10 22:17:16,Johnland,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
2abc90a4-1d96-43e0-a3ad-abd77ea56071,d84b4f5a-b382-4abd-ac81-4573051e49fd,refund,594803.48,2020-09-11 14:11:11,Zhangburgh,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
aa3b83a2-322d-4c35-a528-9b39f6f8260b,01f3758e-0616-4db3-aaf3-2f23c69ac0f9,receiving,112922.11,2021-10-10 06:06:06,Robertsfurt,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
dd0281fc-600f-4e77-94a1-5a9ea69668fd,87607d1e-2e0b-4464-9393-2fdb14502afd,transfer,698192.02,2024-03-27 05:03:07,Wrightville,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
00d12ce6-8099-4be5-964e-a5ae1b72b2ff,aac8be2e-e7ce-4dc5-8fc9-f815f9dc7f97,sending,675885.97,2020-10-19 11:45:48,East Steven,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
20b9c6cc-377e-4b20-8495-e2a9bcde3ead,5865e885-995a-4e6b-83bf-003aa3d3e29e,refund,734076.3,2024-01-29 15:54:46,East Cameron,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
343f936f-1f99-44fb-8837-cbffda3153b8,3b7d29dd-9423-4930-9d61-13e4226d0a02,refund,541545.65,2023-10-28 06:03:37,Millerfurt,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
c6c9c40c-f25a-40bf-bbd1-6ba8c0438917,dd311944-846f-4d95-9eff-6f0254d2ad26,transfer,372233.36,2024-02-25 01:43:43,New Chris,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
18f3eef4-bd65-481d-af2f-b04feccd2e58,1f351b19-d516-400f-83e6-456255cd85c1,refund,511986.06,2021-03-14 23:33:27,Patriciachester,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
33e7821c-03ff-41e3-a5d8-ae72fd219f9b,c12ffb3d-689d-4c7a-93b9-fc52853acd47,receiving,60679.81,2021-03-02 19:08:13,North Daisyside,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
44025522-b4d0-499d-8dd7-ce99bd4445ac,ffa7796c-17ba-4742-bc7a-f5601b959221,transfer,740459.69,2022-12-07 13:34:00,Schultzstad,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
5cbbe2cc-a05d-4d37-bfcd-695acfe575a1,255b245c-b2af-4b90-bbe0-4b38da86d6f6,sending,125932.96,2023-02-22 14:35:04,South Dustinfort,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,True
9482f0c6-352b-4894-a468-8a2bfcce530a,df528d13-4312-4c71-a834-4eceedfb3d1b,refund,387199.4,2020-08-13 11:23:46,Lake Tiffany,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
d3d6b171-dec3-4288-b2d2-7c56294cbd6a,1f0aaf79-0d59-4e2a-ab9a-c18f305d90e4,receiving,199135.49,2020-10-13 02:09:35,Port Norman,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,True
bfab18f7-d37e-45af-9bb3-cd0a2a967a73,156e21c3-66c2-42c0-86db-6933853f408e,refund,490019.36,2022-09-01 16:02:05,Brockhaven,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
5ec564d8-405a-4cdc-aa44-57a2ff278ea0,9389d366-55a8-4d46-91b3-820f24807f8e,transfer,70599.52,2021-01-18 13:12:52,Hillborough,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
05c6c6ef-a16a-4233-811e-24b256ebc6cd,a97f77b7-880d-418c-ad01-a50a49f6e1de,sending,976631.86,2021-02-21 01:57:07,Joshuaville,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
cf589e86-f7bb-45e4-a5f3-46bf5026eec6,e753cb4f-10ec-4c84-9293-3da7e7ff37aa,transfer,469331.55,2024-05-14 02:46:28,Port Tonitown,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
b3314e10-61c8-4d9f-ab3f-56eb480b0c98,b55e50c7-f1e0-483a-bac5-2834461a293b,transfer,227373.19,2023-10-13 20:36:16,South Staceystad,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
1bae6d58-c3e1-49d6-89de-108fee6965ec,df383666-8041-432b-96ea-bcb1673246a2,refund,764852.23,2024-07-15 18:26:53,West Jennifer,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
e0384296-9a9f-4bdf-af9a-fc8e6e089b3f,7ba9b3f9-929c-4290-998b-09089cc40f8d,sending,833642.14,2022-03-03 09:23:29,Lake Connor,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
12e712fe-730f-4913-9002-eb365d0e5789,40c8fc38-38e3-49a4-8e3d-8f2daa3afa15,sending,209840.53,2023-11-19 10:17:31,Port Christyhaven,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
480a7f12-3c54-4094-8fa4-0d722544c3f3,93805c6b-9dc7-4935-9ce5-bae401317193,sending,573236.67,2021-07-03 18:28:06,West Stephaniefurt,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
7c7aa76c-4c21-4e02-8148-3314c2edc5ea,99978e1e-5ced-4a63-9089-be4441e29f94,purchase,95264.41,2024-02-17 08:15:23,North Georgebury,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
63fe405f-0f47-4105-9013-38c4b4ffa59a,62774f5f-0330-49ba-85a1-de48c11a85ae,sending,253500.11,2024-02-04 14:00:54,Thomasshire,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
b9e5c911-9617-435a-a802-cca2d4f38687,cb62cf39-0480-4ccb-9c0d-1f6f39e8b3cd,transfer,153960.7,2021-12-04 01:39:56,New Jasonfurt,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,False
bfb85511-c963-4ad4-8cc3-a40be6d01fdf,9f6a1652-1834-4fc2-8e82-9c2391972a6f,sending,80911.55,2021-04-17 14:11:58,North Blakeland,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
650aea7c-5c0b-43cd-84ae-2ae1bcda33fc,34bbe426-e37e-4df3-8fdc-f244fb19ad8e,sending,92547.17,2023-11-26 06:01:52,East Patrickmouth,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
b642ac89-d262-451b-808a-fa506e667ee0,94827463-ed60-45a4-af13-4e46080db052,transfer,108358.65,2020-10-23 13:37:13,Josephville,25cfa3fa-15c8-4fce-8a78-ad270b412316,success,False
0eafb470-90ee-4920-96e1-5616d693e041,dceba522-07db-4a41-8be5-676c6f48543e,receiving,305812.14,2022-08-15 16:06:00,Gonzalezstad,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
9d13dbc9-766b-4c6c-b26f-f1c58c97b134,35cbd2cc-b4c7-452e-9e3f-adfff471babc,sending,783050.61,2022-09-16 22:16:41,Garcialand,25cfa3fa-15c8-4fce-8a78-ad270b412316,pending,False
543d038a-f165-4287-81c0-ab96020fd3a6,a647a9c3-c303-4019-b436-106e4c3b3346,sending,177390.59,2022-12-25 04:40:52,Doughertytown,25cfa3fa-15c8-4fce-8a78-ad270b412316,failed,True
